system:index,20000708_spei1y,20010709_spei1y,20020709_spei1y,20030709_spei1y,20040708_spei1y,20050709_spei1y,20060709_spei1y,20070709_spei1y,20080708_spei1y,20090709_spei1y,20100709_spei1y,20110709_spei1y,20120708_spei1y,20130709_spei1y,20140709_spei1y,20150709_spei1y,20160708_spei1y,20170709_spei1y,20180709_spei1y,20190709_spei1y,20200708_spei1y,20210709_spei1y,new_flag1,.geo
0000000000000000027c_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2527,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027d_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2529,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027e_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,2530,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027f_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,2536,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000280_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,2537,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000281_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,2538,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000282_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2540,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000283_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2542,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000284_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2544,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000285_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2545,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000286_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2546,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000287_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2580,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000288_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2626,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000289_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2654,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028a_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,2655,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028b_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,2656,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028c_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,2657,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028d_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,2658,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028e_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2659,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028f_0,-0.8,-0.9,-1.01,1.13,-0.1,1.69,-0.71,-0.62,-2.09,-0.54,1.28,0.03,-0.32,2.09,0.1,-0.39,0.1,-0.32,2.09,2.09,0.54,0.8,2686,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000290_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2693,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000291_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2695,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000292_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2696,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000293_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2698,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000294_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2699,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000295_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2700,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000296_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2701,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000297_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2702,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000298_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2703,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000299_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2704,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029a_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2705,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029b_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2706,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029c_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2707,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029d_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2708,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029e_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2709,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029f_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2710,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a0_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2711,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a1_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2712,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a2_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2713,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a3_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2714,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a4_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2716,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a5_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2717,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a6_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2718,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a7_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,2719,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a8_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,2720,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a9_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,2721,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002aa_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,5001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ab_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5002,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ac_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5003,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ad_0,-0.8,-0.9,-1.01,1.13,-0.1,1.69,-0.71,-0.62,-2.09,-0.54,1.28,0.03,-0.32,2.09,0.1,-0.39,0.1,-0.32,2.09,2.09,0.54,0.8,5004,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ae_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,5005,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002af_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5006,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b0_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5007,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b1_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5008,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b2_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5009,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b3_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5010,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b4_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5011,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b5_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5012,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b6_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,5013,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b7_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,5014,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b8_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b9_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ba_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bb_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,5018,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bc_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5019,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bd_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5020,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002be_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5021,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bf_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,5022,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c0_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c1_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5025,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c2_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5026,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c3_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5027,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c4_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5028,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c5_0,-0.8,-0.9,-1.01,1.13,-0.1,1.69,-0.71,-0.62,-2.09,-0.54,1.28,0.03,-0.32,2.09,0.1,-0.39,0.1,-0.32,2.09,2.09,0.54,0.8,5029,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c6_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5031,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c7_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5032,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c8_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5036,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c9_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5039,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ca_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,5040,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cb_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,5042,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cc_0,-0.8,-0.9,-1.01,1.13,-0.1,1.69,-0.71,-0.62,-2.09,-0.54,1.28,0.03,-0.32,2.09,0.1,-0.39,0.1,-0.32,2.09,2.09,0.54,0.8,5045,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cd_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5049,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ce_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5050,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cf_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,5055,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d0_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5058,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d1_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5061,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d2_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5065,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d3_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5066,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d4_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,5068,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d5_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5070,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d6_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5071,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d7_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,5072,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d8_0,-1.01,-1.13,-0.8,1.45,0.03,2.09,-0.54,-0.62,-2.09,-0.32,0.8,-0.24,-0.71,1.69,0.1,-0.9,-0.1,-0.62,0.24,2.09,0.17,0.24,899,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d9_0,-1.28,-1.13,-0.9,1.28,-0.03,1.69,-0.54,-0.62,-1.45,-0.24,1.45,-0.1,-0.39,2.09,0.03,-0.71,-0.1,-0.46,0.63,2.09,0.32,0.54,900,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002da_0,-1.28,-1.13,-0.9,1.45,-0.03,1.69,-0.46,-0.54,-1.45,-0.24,1.01,-0.1,-0.62,2.09,0.1,-0.8,-0.17,-0.39,0.63,2.09,0.47,0.63,901,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002db_0,-1.28,-1.13,-0.9,1.45,-0.03,1.69,-0.46,-0.54,-1.45,-0.24,1.01,-0.1,-0.62,2.09,0.1,-0.8,-0.17,-0.39,0.63,2.09,0.47,0.63,902,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dc_0,-1.28,-1.13,-0.9,1.45,-0.03,1.69,-0.46,-0.54,-1.45,-0.24,1.01,-0.1,-0.62,2.09,0.1,-0.8,-0.17,-0.39,0.63,2.09,0.47,0.63,903,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dd_0,-1.28,-1.13,-0.9,1.28,-0.03,1.69,-0.54,-0.62,-1.45,-0.24,1.45,-0.1,-0.39,2.09,0.03,-0.71,-0.1,-0.46,0.63,2.09,0.32,0.54,909,"{""type"":""MultiPoint"",""coordinates"":[]}"
