system:index,20000708_spei1y,20010709_spei1y,20020709_spei1y,20030709_spei1y,20040708_spei1y,20050709_spei1y,20060709_spei1y,20070709_spei1y,20080708_spei1y,20090709_spei1y,20100709_spei1y,20110709_spei1y,20120708_spei1y,20130709_spei1y,20140709_spei1y,20150709_spei1y,20160708_spei1y,20170709_spei1y,20180709_spei1y,20190709_spei1y,20200708_spei1y,20210709_spei1y,new_flag1,.geo
00000000000000000021_0,-1.28,-0.8,-0.9,1.45,-0.03,2.09,-0.46,-0.71,-1.45,-0.39,1.28,-0.17,-0.54,1.69,0.1,-0.24,-0.24,-0.39,1.13,2.09,1.13,1.13,2553,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_0,-1.28,-0.8,-0.9,1.45,-0.03,2.09,-0.46,-0.71,-1.45,-0.39,1.28,-0.17,-0.54,1.69,0.1,-0.24,-0.24,-0.39,1.13,2.09,1.13,1.13,5069,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,71,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,73,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,74,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,76,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,77,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,79,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,80,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,81,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,82,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,84,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,88,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,91,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,93,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,94,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_0,-0.8,-0.9,-1.01,1.13,-0.1,1.69,-0.71,-0.62,-2.09,-0.54,1.28,0.03,-0.32,2.09,0.1,-0.39,0.1,-0.32,2.09,2.09,0.54,0.8,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046_0,-1.01,-1.13,-0.9,1.13,-0.03,2.09,-0.71,-0.62,-2.09,-0.32,1.01,-0.1,-0.54,1.69,0.1,-0.46,0.1,-0.32,0.8,2.09,0.47,0.9,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,-0.8,-0.9,-1.01,1.13,-0.1,1.69,-0.71,-0.62,-2.09,-0.54,1.28,0.03,-0.32,2.09,0.1,-0.39,0.1,-0.32,2.09,2.09,0.54,0.8,101,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,104,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,105,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,106,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,107,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,108,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,109,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,113,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,114,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050_0,-0.8,-0.9,-1.01,1.13,-0.1,1.69,-0.71,-0.62,-2.09,-0.54,1.28,0.03,-0.32,2.09,0.1,-0.39,0.1,-0.32,2.09,2.09,0.54,0.8,115,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,116,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052_0,-0.71,-0.8,-1.13,1.28,-0.1,1.69,-0.9,-0.62,-2.09,-0.39,1.01,0.03,-0.32,2.09,0.17,-0.46,0.24,-0.17,2.09,2.09,0.9,1.13,118,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,119,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,120,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,121,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,123,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,125,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,126,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,127,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,129,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,131,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,132,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,133,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,137,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060_0,-0.8,-0.9,-1.01,1.13,-0.1,1.69,-0.71,-0.62,-2.09,-0.54,1.28,0.03,-0.32,2.09,0.1,-0.39,0.1,-0.32,2.09,2.09,0.54,0.8,140,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,141,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,147,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,148,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064_0,-0.62,-0.71,-1.13,1.28,-0.03,2.09,-1.01,-0.54,-2.09,-0.39,0.9,-0.1,-0.32,1.45,0.1,-0.8,0.17,-0.32,1.13,2.09,0.24,0.9,149,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_0,-0.71,-0.8,-1.01,1.28,-0.1,2.09,-0.9,-0.54,-2.09,-0.39,1.13,0.1,-0.32,1.45,0.03,-0.62,0.1,-0.32,1.28,2.09,0.17,0.8,150,"{""type"":""MultiPoint"",""coordinates"":[]}"
