Site_num,Survey_ID,Site_name,County,Lat,Long,green_pop,prop_identifier,prop_ownership,survey_date,data_source,notes,species,num_adult,num_unk_ANAE,num_juv_subad_yrling,num_hatchling,num_eggs,total_ANAE,total_ANAE_or_PLME,nest,year,J_date,nndist,new_flag1
71,10699,Bridal Veil Falls-1H,Transylvania,35.179612,-82.617731,BRE,DuPont SRF,NCFS,2015-06-23,NCWRC,Rock-H had a small PLME under bark and the adult was still in the brood crevice,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,174,10.811444,71
71,10699,Bridal Veil Falls-1H,Transylvania,35.179612,-82.617731,BRE,DuPont SRF,NCFS,2015-06-23,NCWRC,Rock-H had a small PLME under bark and the adult was still in the brood crevice,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,174,10.811444,71
72,10700,Bridal Veil Falls-1I,Transylvania,35.178991,-82.61829,BRE,DuPont SRF,NCFS,2015-06-23,NCWRC,Rock-I the adult was still in the same area.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,174,12.70490444,72
95,10701,Buck Forest Rd/Joanna Rd hillside-5B,Transylvania,35.194123,-82.60586,BRE,DuPont SRF,NCFS,2015-06-23,NCWRC,At Rock-B both nests were normal but the extra adult in the left side crevice could not be found.,Green Salamander,2,NA,NA,NA,NA,2,2,TRUE,2015,174,56.07224039,95
103,10702,Conservation Road-1A,Transylvania,35.178192,-82.609961,BRE,DuPont SRF,NCFS,2015-06-23,NCWRC,At Rock-A the nest was normal and the extra adult was gone.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,174,2.037230982,5008
164,10705,Laurel Trail-3A,Henderson,35.211685,-82.565361,BRE,DuPont SRF,NCFS,2015-06-23,NCWRC,1 ad ANAE,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,174,19.15783522,164
210,10709,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2015-06-23,NCWRC,juvenile still in same crevice,Green Salamander,NA,NA,1,NA,NA,1,1,FALSE,2015,174,54.24019808,210
298,10710,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-06-23,NCWRC,nest was normal and the gravid female still there too.,Green Salamander,2,NA,NA,NA,NA,2,2,TRUE,2015,174,16.47905454,298
298,10717,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-06-24,NCWRC,nest was normal and the gravid female still there too.,Green Salamander,2,NA,NA,NA,NA,2,2,TRUE,2015,175,16.47905454,298
1648,10718,Happy Acres-2A,Transylvania,35.12980656,-82.69823118,BRE,private,private,2015-06-24,NCWRC,"1 ad. ANAE (tail snipped), 1 PLME",Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,175,241.6184347,1648
67,10721,Bridal Veil Falls-1D,Transylvania,35.179601,-82.617873,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,Rock-D nest was normal.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,176,9.08160804,5068
70,10723,Bridal Veil Falls-1G,Transylvania,35.17933575,-82.61819807,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,Rock-G had a yearling in a side crevice,Green Salamander,NA,NA,1,NA,NA,1,1,FALSE,2015,176,13.98926235,70
71,10724,Bridal Veil Falls-1H,Transylvania,35.179612,-82.617731,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,Rock-H had a small PLME under bark and the adult was still in the brood crevice,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,176,10.811444,71
71,10724,Bridal Veil Falls-1H,Transylvania,35.179612,-82.617731,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,Rock-H had a small PLME under bark and the adult was still in the brood crevice,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,176,10.811444,71
71,10724,Bridal Veil Falls-1H,Transylvania,35.179612,-82.617731,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,Rock-H had a small PLME under bark and the adult was still in the brood crevice,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,176,10.811444,71
72,10725,Bridal Veil Falls-1I,Transylvania,35.178991,-82.61829,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,Rock-I the adult was still in the same spot.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,176,12.70490444,72
95,10726,Buck Forest Rd/Joanna Rd hillside-5B,Transylvania,35.194123,-82.60586,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,At Rock-B the left nest was normal and the extra adult was seen and does not look gravid.  At the right nest the female had her head buried in the eggs.,Green Salamander,3,NA,NA,NA,NA,3,3,TRUE,2015,176,56.07224039,95
103,10727,Conservation Road-1A,Transylvania,35.178192,-82.609961,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,At Rock-A the nest was normal and the extra adult was gone.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,176,2.037230982,5008
248,10731,Tarkiln Branch Rd-1A,Henderson,35.198634,-82.591285,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,both nests normal,Green Salamander,2,NA,NA,NA,NA,2,2,TRUE,2015,176,2.135270248,5009
268,10732,Tarkiln Branch Rd-1B,Henderson,35.198617,-82.591274,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,Rock-B was normal but the female was upside down.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,176,2.135270248,5009
298,10733,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,nest was normal and the gravid female still there too.,Green Salamander,2,NA,NA,NA,NA,2,2,TRUE,2015,176,16.47905454,298
436,10736,Bridal Veil Falls-1L,Transylvania,35.179633,-82.618149,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,Rock-L had one adult in the brood crevice.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,176,14.59145526,436
523,10741,Lake Julia-1B,Transylvania,35.18193,-82.605477,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,"At Rock-B, for nest #1 all of the porch eggs are gone and I could not find them in the leaf litter under the crevice.  Nests 2-4 all normal.  There was an adult in a side crevice and a juvenile in an extension of the nest #3 crevice.",Green Salamander,5,NA,1,NA,NA,6,6,TRUE,2015,176,33.52307084,523
1196,10743,Lake Julia-1C,Transylvania,35.18178135,-82.60515652,BRE,DuPont SRF,NCFS,2015-06-25,NCWRC,Rock-C now found to have a nest of at least 13 eggs and there as a fat adult elsewhere in the same crevice,Green Salamander,2,NA,NA,NA,13,2,2,TRUE,2015,176,33.52307084,1196
298,10746,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-06-26,NCWRC,nest was normal and the gravid female still there too.,Green Salamander,2,NA,NA,NA,NA,2,2,TRUE,2015,177,16.47905454,298
67,10754,Bridal Veil Falls-1D,Transylvania,35.179601,-82.617873,BRE,DuPont SRF,NCFS,2015-06-27,NCWRC,Rock-D nest was normal and there was also a juvenile at the opposite end of the brood crevice.,Green Salamander,1,NA,1,NA,NA,2,2,TRUE,2015,178,9.08160804,5068
70,10755,Bridal Veil Falls-1G,Transylvania,35.17933575,-82.61819807,BRE,DuPont SRF,NCFS,2015-06-27,NCWRC,Rock-G had a PLME in a side crevice.,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,178,13.98926235,70
72,10757,Bridal Veil Falls-1I,Transylvania,35.178991,-82.61829,BRE,DuPont SRF,NCFS,2015-06-27,NCWRC,Rock-I had the adult in the usual spot.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,178,12.70490444,72
210,10758,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2015-06-27,NCWRC,juvenile still in same place and a PLME in a side crevice.,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,178,54.24019808,210
210,10758,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2015-06-27,NCWRC,juvenile still in same place and a PLME in a side crevice.,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,178,54.24019808,210
210,10758,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2015-06-27,NCWRC,juvenile still in same place and a PLME in a side crevice.,Green Salamander,NA,NA,1,NA,NA,1,1,FALSE,2015,178,54.24019808,210
298,10760,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-06-27,NCWRC,Rock-D nest was normal but the gravid female was gone and I could not find her.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,178,16.47905454,298
436,10763,Bridal Veil Falls-1L,Transylvania,35.179633,-82.618149,BRE,DuPont SRF,NCFS,2015-06-27,NCWRC,Rock-L had one adult in the low-left crevice and one in the brood crevice.,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2015,178,14.59145526,436
523,10765,Lake Julia-1B,Transylvania,35.18193,-82.605477,BRE,DuPont SRF,NCFS,2015-06-27,NCWRC,At Rock-B all four nests normal.,Green Salamander,4,NA,NA,NA,NA,4,4,TRUE,2015,178,33.52307084,523
103,10767,Conservation Road-1A,Transylvania,35.178192,-82.609961,BRE,DuPont SRF,NCFS,2015-06-28,NCWRC,At Rock-A the nest was normal and the extra adult was gone.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,179,2.037230982,5008
590,10768,Pinnacle Mountain Road-2A,Henderson,35.17053,-82.579692,BRE,Green River Preserve,private,2015-06-28,NCWRC,Rock-A had one adult in it but it did not look gravid.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,179,30.80093089,590
67,10769,Bridal Veil Falls-1D,Transylvania,35.179601,-82.617873,BRE,DuPont SRF,NCFS,2015-06-29,NCWRC,Rock-D nest was normal.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,180,9.08160804,5068
70,10770,Bridal Veil Falls-1G,Transylvania,35.17933575,-82.61819807,BRE,DuPont SRF,NCFS,2015-06-29,NCWRC,Rock-G had a PLME in a side crevice.,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,180,13.98926235,70
72,10772,Bridal Veil Falls-1I,Transylvania,35.178991,-82.61829,BRE,DuPont SRF,NCFS,2015-06-29,NCWRC,Rock-I had the adult in the usual spot.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,180,12.70490444,72
161,10775,Laurel Trail-2B,Henderson,35.212363,-82.566583,BRE,DuPont SRF,NCFS,2015-06-29,NCWRC,Rock-B had a PLME,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,180,2.333440263,5014
229,10780,Sky Valley Rd-1C,Henderson,35.208504,-82.577043,BRE,DuPont SRF,NCFS,2015-06-29,NCWRC,1 PLME,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,180,2.156863186,5010
298,10783,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-06-29,NCWRC,Rock-D nest normal and now noticed a small part of an adult tail in a pocket crevice at the far end of the brood crevice area.,Green Salamander,2,NA,NA,NA,NA,2,2,TRUE,2015,180,16.47905454,298
432,10785,Bridal Veil Falls-2B,Transylvania,35.180307,-82.616976,BRE,DuPont SRF,NCFS,2015-06-29,NCWRC,1 PLME,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,180,11.40175836,432
436,10787,Bridal Veil Falls-1L,Transylvania,35.179633,-82.618149,BRE,DuPont SRF,NCFS,2015-06-29,NCWRC,Rock-L had an adult in the low-left crevice and a large adult in the brood crevice.,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2015,180,14.59145526,436
1649,10795,Bridal Veil Falls-2D,Transylvania,35.1803787,-82.6170657,BRE,DuPont SRF,NCFS,2015-06-29,NCWRC,Found NEW Rock-D with one adult.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,180,11.40175836,1649
833,10803,Camp Ton-A-Wandah-1E,Henderson,35.255888,-82.477387,BRE,private,private,2015-06-30,NCWRC,Rock-E had a nest with 4 eggs visible and an upside juvenile in another crevice.,Green Salamander,1,NA,1,NA,4,2,2,TRUE,2015,181,7.083555845,5048
65,10808,Bridal Veil Falls-1B,Transylvania,35.178912,-82.618189,BRE,DuPont SRF,NCFS,2015-07-01,NCWRC,Rock-B had one adult.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,182,8.599414859,5065
67,10809,Bridal Veil Falls-1D,Transylvania,35.179601,-82.617873,BRE,DuPont SRF,NCFS,2015-07-01,NCWRC,Rock-D nest was normal.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,182,9.08160804,5068
70,10810,Bridal Veil Falls-1G,Transylvania,35.17933575,-82.61819807,BRE,DuPont SRF,NCFS,2015-07-01,NCWRC,Rock-G had a PLME in a side crevice and a yearling ANAE in another side crevice.,Green Salamander,NA,NA,1,NA,NA,1,1,FALSE,2015,182,13.98926235,70
71,10811,Bridal Veil Falls-1H,Transylvania,35.179612,-82.617731,BRE,DuPont SRF,NCFS,2015-07-01,NCWRC,Rock-H had an adult in the brood crevice,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,182,10.811444,71
72,10812,Bridal Veil Falls-1I,Transylvania,35.178991,-82.61829,BRE,DuPont SRF,NCFS,2015-07-01,NCWRC,Rock-I had the adult in the usual spot.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,182,12.70490444,72
95,10815,Buck Forest Rd/Joanna Rd hillside-5B,Transylvania,35.194123,-82.60586,BRE,DuPont SRF,NCFS,2015-07-01,NCWRC,both Rock-B nests normal.,Green Salamander,2,NA,NA,NA,NA,2,2,TRUE,2015,182,56.07224039,95
210,10817,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2015-07-01,NCWRC,Juvenile in usual spot and a PLME in a side crevice.,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,182,54.24019808,210
210,10817,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2015-07-01,NCWRC,Juvenile in usual spot and a PLME in a side crevice.,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,182,54.24019808,210
210,10817,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2015-07-01,NCWRC,Juvenile in usual spot and a PLME in a side crevice.,Green Salamander,NA,NA,1,NA,NA,1,1,FALSE,2015,182,54.24019808,210
298,10819,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-07-01,NCWRC,Rock-D nest #1 normal and the ANAE in what is likely Nest #2 is still there.,Green Salamander,2,NA,NA,NA,NA,2,2,TRUE,2015,182,16.47905454,298
435,10821,Bridal Veil Falls-1K,Transylvania,35.179498,-82.618179,BRE,DuPont SRF,NCFS,2015-07-01,NCWRC,Rock-K had a juvenile in the brood crevice.,Green Salamander,NA,NA,1,NA,NA,1,1,FALSE,2015,182,15.22265238,435
436,10822,Bridal Veil Falls-1L,Transylvania,35.179633,-82.618149,BRE,DuPont SRF,NCFS,2015-07-01,NCWRC,Rock-L had an adult in the low-left crevice and a large adult in the brood crevice.,Green Salamander,2,NA,NA,NA,NA,2,2,FALSE,2015,182,14.59145526,436
478,10827,Corn Mill Shoals Trail-3F,Transylvania,35.17589,-82.616899,BRE,DuPont SRF,NCFS,2015-07-01,NCWRC,Rock-F had one PLME,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,182,3.684648972,5017
67,10832,Bridal Veil Falls-1D,Transylvania,35.179601,-82.617873,BRE,DuPont SRF,NCFS,2015-07-03,NCWRC,The Rock-D nest was normal.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,184,9.08160804,5068
72,10835,Bridal Veil Falls-1I,Transylvania,35.178991,-82.61829,BRE,DuPont SRF,NCFS,2015-07-03,NCWRC,At Rock-I the adult was in the usual spot.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,184,12.70490444,72
103,10836,Conservation Road-1A,Transylvania,35.178192,-82.609961,BRE,DuPont SRF,NCFS,2015-07-03,NCWRC,nest in Rock-A was normal.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,184,2.037230982,5008
210,10837,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2015-07-03,NCWRC,The PLME was in its usual spot,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,184,54.24019808,210
298,10838,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-07-03,NCWRC,"Rock-D nest #1 was normal and the ANAE is what is likely Nest #2 was still there.  But, very strangely, in the area where the gravid female had been for so long and then disappeared on June 27 was a female laying eggs with about 3-4 out so far.",Green Salamander,3,NA,NA,NA,3,3,3,TRUE,2015,184,16.47905454,298
436,10841,Bridal Veil Falls-1L,Transylvania,35.179633,-82.618149,BRE,DuPont SRF,NCFS,2015-07-03,NCWRC,Rock-L had an adult in the low-left crevice.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,184,14.59145526,436
470,10844,Conservation Road-1C,Transylvania,35.178227,-82.610006,BRE,DuPont SRF,NCFS,2015-07-03,NCWRC,Rock-C had one adult,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,184,4.419997307,5008
512,10845,David's House-1A,Transylvania,35.178113,-82.609114,BRE,DuPont SRF,NCFS,2015-07-03,NCWRC,Rock-A had an adult in a low crevice.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,184,4.527862313,5002
514,10847,David's House-1C,Transylvania,35.178132,-82.60907,BRE,DuPont SRF,NCFS,2015-07-03,NCWRC,Rock-C found to have a nest with at least 16 eggs.,Green Salamander,1,NA,NA,NA,16,1,1,TRUE,2015,184,1.00185313,5002
298,10849,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-07-04,NCWRC,At Rock-D the NEW nest was complete and the other nests normal.  Placed a game camera to watch the area in front of the brood crevices.,Green Salamander,3,NA,NA,NA,NA,3,3,TRUE,2015,185,16.47905454,298
67,10852,Bridal Veil Falls-1D,Transylvania,35.179601,-82.617873,BRE,DuPont SRF,NCFS,2015-07-05,NCWRC,Rock-D nest was normal,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,186,9.08160804,5068
70,10853,Bridal Veil Falls-1G,Transylvania,35.17933575,-82.61819807,BRE,DuPont SRF,NCFS,2015-07-05,NCWRC,Rock-G had a PLME in a side crevice.,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,186,13.98926235,70
71,10854,Bridal Veil Falls-1H,Transylvania,35.179612,-82.617731,BRE,DuPont SRF,NCFS,2015-07-05,NCWRC,Rock-H had a very small PLME under bark.,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,186,10.811444,71
72,10855,Bridal Veil Falls-1I,Transylvania,35.178991,-82.61829,BRE,DuPont SRF,NCFS,2015-07-05,NCWRC,At Rock-I the adult was in the usual spot.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,186,12.70490444,72
210,10856,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2015-07-05,NCWRC,The PLME was in the usual spot.  Yearling ANAE under damp rock tripe and the juvenile was back in his usual crevice.,Green Salamander,NA,NA,2,NA,NA,2,2,FALSE,2015,186,54.24019808,210
298,10857,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-07-05,NCWRC,All three Rock-D nests seemed normal.  At Nest #1 the female was out in front of the eggs.,Green Salamander,3,NA,NA,NA,NA,3,3,TRUE,2015,186,16.47905454,298
77,10864,Briery Fork Trail-2,Henderson,35.187328,-82.583718,BRE,DuPont SRF,NCFS,2015-07-06,NCWRC,the nest was normal,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,187,69.91711347,77
103,10865,Conservation Road-1A,Transylvania,35.178192,-82.609961,BRE,DuPont SRF,NCFS,2015-07-06,NCWRC,The nest in Rock-A was normal and there was a second adult in the brood crevice.,Green Salamander,2,NA,NA,NA,NA,2,2,TRUE,2015,187,2.037230982,5008
136,10866,Grassy Meadow Trail-2A,Henderson,35.188728,-82.574607,BRE,DuPont SRF,NCFS,2015-07-06,NCWRC,At Rock-A there was nothing in the right brood crevice and the nest in the left brood crevice was normal.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,187,10.5209872,136
252,10868,Vista Trail-1,Henderson,35.189312,-82.59196,BRE,DuPont SRF,NCFS,2015-07-06,NCWRC,1 PLME,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,187,49.22156812,252
254,10869,Vista Trail-3,Henderson,35.188578,-82.592956,BRE,DuPont SRF,NCFS,2015-07-06,NCWRC,1 PLME,Green Salamander,0,NA,NA,NA,NA,0,1,FALSE,2015,187,74.41523423,254
512,10871,David's House-1A,Transylvania,35.178113,-82.609114,BRE,DuPont SRF,NCFS,2015-07-06,NCWRC,Rock-A had one adult,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,187,4.527862313,5002
514,10872,David's House-1C,Transylvania,35.178132,-82.60907,BRE,DuPont SRF,NCFS,2015-07-06,NCWRC,Rock-C nest was normal.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,187,1.00185313,5002
558,10875,Grassy Creek Trail-1J,Henderson,35.190065,-82.582695,BRE,DuPont SRF,NCFS,2015-07-06,NCWRC,fem ANAE w/nest of 12+ eggs,Green Salamander,1,NA,NA,NA,12,1,1,TRUE,2015,187,56.99608821,558
67,10878,Bridal Veil Falls-1D,Transylvania,35.179601,-82.617873,BRE,DuPont SRF,NCFS,2015-07-07,NCWRC,Rock-D nest was normal.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,188,9.08160804,5068
70,10879,Bridal Veil Falls-1G,Transylvania,35.17933575,-82.61819807,BRE,DuPont SRF,NCFS,2015-07-07,NCWRC,2 yearling ANAE,Green Salamander,NA,NA,2,NA,NA,2,2,FALSE,2015,188,13.98926235,70
71,10880,Bridal Veil Falls-1H,Transylvania,35.179612,-82.617731,BRE,DuPont SRF,NCFS,2015-07-07,NCWRC,"Rock-H had an adult in the brood crevice, the very small PLME under bark and a yearling ANAE under another piece of bark.",Green Salamander,1,NA,1,NA,NA,2,2,FALSE,2015,188,10.811444,71
72,10881,Bridal Veil Falls-1I,Transylvania,35.178991,-82.61829,BRE,DuPont SRF,NCFS,2015-07-07,NCWRC,Rock-I had the large adult in its usual place.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,188,12.70490444,72
210,10882,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2015-07-07,NCWRC,The PLME and juvenile ANAE were in their usual crevices.,Green Salamander,NA,NA,1,NA,NA,1,1,FALSE,2015,188,54.24019808,210
298,10883,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-07-07,NCWRC,"At Rock-D all three females were missing but the eggs looked intact.  There was a cricket with its head stuck in the eggs of Nest #1 which I evicted and killed.  Found a large adult ANAE out on the rock face about a meter from the brood crevices, and whi",Green Salamander,1,NA,1,NA,NA,2,2,TRUE,2015,188,16.47905454,298
435,10885,Bridal Veil Falls-1K,Transylvania,35.179498,-82.618179,BRE,DuPont SRF,NCFS,2015-07-07,NCWRC,Rock-K had a small adult in the brood crevice,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,188,15.22265238,435
436,10886,Bridal Veil Falls-1L,Transylvania,35.179633,-82.618149,BRE,DuPont SRF,NCFS,2015-07-07,NCWRC,Rock-L had a large adult in the brood crevice.,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,188,14.59145526,436
65,10876,Bridal Veil Falls-1B,Transylvania,35.178912,-82.618189,BRE,DuPont SRF,NCFS,2015-07-07,NCWRC,1 unk age ANAE in brood crevice,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,2015,188,8.599414859,5065
298,10894,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-07-08,NCWRC,"1 yearling ANAE; no females in brood crevices; there was a cricket in brood crevice, extracted/killed",Green Salamander,NA,NA,1,NA,NA,1,1,TRUE,2015,189,16.47905454,298
567,10895,Grassy Dam Trail-1Q,Henderson,35.199601,-82.584934,BRE,DuPont SRF,NCFS,2015-07-08,NCWRC,1 gravid-looking female ANAE in the brood crevice,Green Salamander,1,NA,NA,NA,NA,1,1,FALSE,2015,189,56.1812845,567
210,10896,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2015-07-09,NCWRC,The PLME and juvenile ANAE were in their usual crevices.,Green Salamander,NA,NA,1,NA,NA,1,1,FALSE,2015,190,54.24019808,210
298,10897,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-07-09,NCWRC,At Rock-D there was an adult in front of the Nest #1 eggs.  Cannot tell if it is the original mother but it did not look like the scuffed ANAE from July 7.  No other Greens found.  Added more bark to the rock.  Game cameras showed nothing except me.,Green Salamander,1,NA,NA,NA,NA,1,1,TRUE,2015,190,16.47905454,298
103,10898,Conservation Road-1A,Transylvania,35.178192,-82.609961,BRE,DuPont SRF,NCFS,2015-07-11,NCWRC,The Rock-A nest was normal but with an extra adult in the brood crevice.,Green Salamander,2,NA,NA,NA,NA,2,2,TRUE,2015,192,2.037230982,5008
210,10899,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2015-07-11,NCWRC,"The PLME and juvenile ANAE were in their usual crevices, yearling in a side crevice.",Green Salamander,NA,NA,2,NA,NA,2,2,FALSE,2015,192,54.24019808,210
248,10900,Tarkiln Branch Rd-1A,Henderson,35.198634,-82.591285,BRE,DuPont SRF,NCFS,2015-07-11,NCWRC,Nests #1 and #2 in Rock-A were normal.,Green Salamander,2,NA,NA,NA,NA,2,2,TRUE,2015,192,2.135270248,5009
268,10901,Tarkiln Branch Rd-1B,Henderson,35.198617,-82.591274,BRE,DuPont SRF,NCFS,2015-07-11,NCWRC,"At Rock-B the nest was normal and female was upside down and with her head buried in the eggs, plus there were two extra adults in the brood crevice.  And one yearling under bark.",Green Salamander,3,NA,1,NA,NA,4,4,TRUE,2015,192,2.135270248,5009
298,10902,Switchback Trail-1D,Henderson,35.21688,-82.571482,BRE,DuPont SRF,NCFS,2015-07-11,NCWRC,At Rock-D the female for nest #1 was behind the eggs.  The Nest #2 crevice had several black beetles in it.  Nest #3 is down to six eggs and there was a large ant among them that I removed.  Game cameras showed only me.,Green Salamander,1,NA,NA,NA,6,1,1,TRUE,2015,192,16.47905454,298
593,10907,Pinnacle Mountain Road-2D,Henderson,35.172519,-82.577863,BRE,Green River Preserve,private,2015-07-13,NCWRC,Rock-D had one PLME and an unidentified size ANAE in separate crevices.,Green Salamander,NA,1,NA,NA,NA,1,1,FALSE,2015,194,25.65313966,593
210,10904,Rocky Ridge Rd-1A,Henderson,35.216947,-82.577448,BRE,DuPont SRF,NCFS,2015-07-13,NCWRC,"The PLME and juvenile ANAE were in their usual crevices, yearling in a side crevice.",Green Salamander,NA,NA,2,NA,NA,2,2,FALSE,2015,194,54.24019808,210
